name,country,latitude,longitude,timezone,population
Coscomatepec de Bravo,Мексика,19.07275,-97.04685,America/Mexico_City,15252
Cosamaloapan,Мексика,18.36759,-95.79857,America/Mexico_City,30577
Córdoba,Мексика,18.8842,-96.92559,America/Mexico_City,204721
Contla,Мексика,19.32932,-98.1664,America/Mexico_City,27610
Comitán,Мексика,16.24004,-92.13668,America/Merida,166178
Comalcalco,Мексика,18.26496,-93.22432,America/Merida,41458
Coatzintla,Мексика,20.48699,-97.46823,America/Mexico_City,34036
Coatzacoalcos,Мексика,18.14905,-94.4447,America/Mexico_City,310698
Coatepec,Мексика,19.45229,-96.96148,America/Mexico_City,53621
Coacalco,Мексика,19.62923,-99.10689,America/Mexico_City,277959
Ciudad Victoria,Мексика,23.74061,-99.14364,America/Monterrey,332100
Ciudad Serdán,Мексика,18.98856,-97.44643,America/Mexico_City,23824
Ciudad Sahagun,Мексика,19.77557,-98.57471,America/Mexico_City,28609
Ciudad Nezahualcoyotl,Мексика,19.40061,-99.01483,America/Mexico_City,1077208
Ciudad Miguel Alemán,Мексика,26.39823,-99.02857,America/Monterrey,19997
Ciudad Mendoza,Мексика,18.80645,-97.1787,America/Mexico_City,35641
Ciudad Madero,Мексика,22.2475,-97.83665,America/Monterrey,197216
Ciudad Fernández,Мексика,21.94045,-100.01153,America/Mexico_City,32006
Mexico City,Мексика,19.42847,-99.12766,America/Mexico_City,12294193
Ciudad del Carmen,Мексика,18.64592,-91.82991,America/Merida,191238
Cintalapa de Figueroa,Мексика,16.68393,-93.71814,America/Mexico_City,42467
Cholula,Мексика,19.06406,-98.30352,America/Mexico_City,292881
Chilpancingo,Мексика,17.55228,-99.50124,America/Mexico_City,187251
Chilapa de Álvarez,Мексика,17.59917,-99.17389,America/Mexico_City,31157
Chignahuapan,Мексика,19.83866,-98.03171,America/Mexico_City,19608
Chiconcuac,Мексика,19.55939,-98.89884,America/Mexico_City,21738
Chicoloapan,Мексика,19.41687,-98.90202,America/Mexico_City,172919
Chichén-Itzá,Мексика,20.66667,-88.56667,America/Merida,18000
Chiapa de Corzo,Мексика,16.7075,-93.01216,America/Mexico_City,45077
Chetumal,Мексика,18.51957,-88.30397,America/Cancun,169028
Champotón,Мексика,19.34745,-90.72039,America/Merida,30881
Chalco,Мексика,19.26174,-98.89775,America/Mexico_City,168720
Cerro Azul,Мексика,21.192,-97.74088,America/Mexico_City,22268
Catemaco,Мексика,18.42131,-95.11398,America/Mexico_City,27615
Carlos A. Carrillo,Мексика,18.37477,-95.75444,America/Mexico_City,17989
Cárdenas,Мексика,22.00144,-99.64247,America/Mexico_City,15469
Cárdenas,Мексика,18.00135,-93.37559,America/Mexico_City,91558
Capulhuac de Mirafuentes,Мексика,19.19354,-99.46585,America/Mexico_City,20757
Cancún,Мексика,21.17429,-86.84656,America/Cancun,888797
Campeche,Мексика,19.84073,-90.51676,America/Merida,220389
Calpulalpan,Мексика,19.58867,-98.56972,America/Mexico_City,33263
Cadereyta Jiménez,Мексика,25.58896,-100.00156,America/Monterrey,68111
Cadereyta,Мексика,25.58333,-99.98333,America/Monterrey,67994
Cacahoatán,Мексика,14.99199,-92.16417,America/Mexico_City,16572
Berriozábal,Мексика,16.79944,-93.27219,America/Merida,28128
Banderilla,Мексика,19.58893,-96.93727,America/Mexico_City,19649
Azcapotzalco,Мексика,19.48698,-99.18594,America/Mexico_City,414711
Ayutla de los Libres,Мексика,16.96376,-99.09616,America/Mexico_City,15370
Axochiapan,Мексика,18.50246,-98.75358,America/Mexico_City,17508
Atlixco,Мексика,18.90815,-98.43613,America/Mexico_City,86690
Atlacomulco de Fabela,Мексика,19.79919,-99.875,America/Mexico_City,22774
Ciudad López Mateos,Мексика,19.55793,-99.25675,America/Mexico_City,489160
Apizaco,Мексика,19.41333,-98.14358,America/Mexico_City,49506
Apan,Мексика,19.71128,-98.45086,America/Mexico_City,26642
Amozoc de Mota,Мексика,19.04611,-98.045,America/Mexico_City,95322
Amecameca,Мексика,19.12384,-98.76649,America/Mexico_City,31687
Alvarado,Мексика,18.77143,-95.76181,America/Mexico_City,23128
Altotonga,Мексика,19.76613,-97.24514,America/Mexico_City,19722
Altepexi,Мексика,18.37035,-97.29966,America/Mexico_City,18217
Altamira,Мексика,22.39309,-97.93857,America/Monterrey,59536
Allende,Мексика,18.15514,-94.39289,America/Mexico_City,23620
Álamo,Мексика,20.91154,-97.67554,America/Mexico_City,25159
Ajalpan,Мексика,18.37908,-97.25867,America/Mexico_City,28031
Agua Dulce,Мексика,18.13909,-94.14527,America/Mexico_City,36079
Actopan,Мексика,20.26961,-98.94377,America/Mexico_City,32276
San Lorenzo Acopilco,Мексика,19.33002,-99.32721,America/Mexico_City,23037
Acayucan,Мексика,17.94979,-94.91386,America/Mexico_City,50934
Acatzingo,Мексика,18.98196,-97.78363,America/Mexico_City,25811
Acatlán de Osorio,Мексика,18.2025,-98.04864,America/Mexico_City,19341
Acapulco de Juárez,Мексика,16.84942,-99.90891,America/Mexico_City,658609
Acajete,Мексика,19.11154,-97.95231,America/Mexico_City,20923
San Antonio Acahualco,Мексика,19.274,-99.77169,America/Mexico_City,16442
Valente Diaz,Мексика,19.16347,-96.21648,America/Mexico_City,25700
Santiago Tlacotepec,Мексика,19.22708,-99.67083,America/Mexico_City,15853
Tierra Blanca,Мексика,18.44771,-96.35912,America/Mexico_City,47824
Playas del Rosario,Мексика,17.85289,-92.93243,America/Mexico_City,21893
Río de Teapa,Мексика,17.77473,-92.90217,America/Merida,26500
Huamantla,Мексика,19.31451,-97.9252,America/Mexico_City,51996
La Magdalena Tlaltelulco,Мексика,19.28287,-98.19609,America/Mexico_City,16834
Zacatelco,Мексика,19.21583,-98.23972,America/Mexico_City,42150
Tlaxcala,Мексика,19.31777,-98.23846,America/Mexico_City,84670
Papalotla,Мексика,19.16861,-98.20389,America/Mexico_City,22969
Villa Vicente Guerrero,Мексика,19.12123,-98.16572,America/Mexico_City,60001
Tonalá,Мексика,16.09007,-93.7546,America/Mexico_City,35322
Arriaga,Мексика,16.23557,-93.89972,America/Mexico_City,24447
San Mateo Huitzilzingo,Мексика,19.22906,-98.92504,America/Mexico_City,15389
San Martín Cuautlalpan,Мексика,19.27618,-98.83167,America/Mexico_City,23501
Tulantongo,Мексика,19.53159,-98.87464,America/Mexico_City,15584
Tezoyuca,Мексика,19.59283,-98.91084,America/Mexico_City,16933
Tepexpan,Мексика,19.61387,-98.9364,America/Mexico_City,102667
Santa María Ajoloapan,Мексика,19.7636,-98.95908,America/Mexico_City,17784
San Andrés Cholula,Мексика,19.05144,-98.29526,America/Mexico_City,39964
Alto Lucero,Мексика,20.95361,-97.44194,America/Mexico_City,15011
Loma Bonita,Мексика,18.10721,-95.87904,America/Mexico_City,40934
Isla,Мексика,18.0278,-95.52946,America/Mexico_City,26287
San Andrés Cuexcontitlán,Мексика,19.35892,-99.62151,America/Mexico_City,18005
San Mateo Otzacatipan,Мексика,19.33273,-99.60345,America/Mexico_City,22656
San Pedro Totoltepec,Мексика,19.31108,-99.57197,America/Mexico_City,21076
Santa María Totoltepec,Мексика,19.30653,-99.59279,America/Mexico_City,18779
San Francisco Cuaxusco,Мексика,19.26755,-99.61925,America/Mexico_City,24900
Benito Juarez,Мексика,19.3984,-99.15766,America/Mexico_City,355017
Venustiano Carranza,Мексика,19.44361,-99.10499,America/Mexico_City,430978
Miguel Hidalgo,Мексика,19.43411,-99.20024,America/Mexico_City,372889
Cuauhtémoc,Мексика,19.44506,-99.14612,America/Mexico_City,531831
Huixquilucan,Мексика,19.35985,-99.35016,America/Mexico_City,124846
Melchor Ocampo,Мексика,19.70186,-99.14485,America/Mexico_City,38599
Huilango,Мексика,19.68056,-99.25639,America/Mexico_City,17399
Santiago Teyahualco,Мексика,19.65985,-99.12493,America/Mexico_City,53684
Ojo de Agua,Мексика,19.68028,-99.01,America/Mexico_City,386290
Buenavista,Мексика,19.60833,-99.16944,America/Mexico_City,216776
Miguel Alemán (La Doce),Мексика,28.84028,-111.4775,America/Hermosillo,30869
Gabriel Leyva Solano,Мексика,25.66157,-108.63657,America/Mazatlan,27536
Cihuatlán,Мексика,19.2366,-104.56512,America/Mexico_City,40139
Lázaro Cárdenas,Мексика,30.52663,-115.93137,America/Tijuana,16294
Santa Isabel,Мексика,32.63075,-115.57039,America/Tijuana,29311
Guadalupe Victoria,Мексика,32.28924,-115.10534,America/Tijuana,17119
Zinapécuaro,Мексика,19.86006,-100.82857,America/Mexico_City,15875
Ixtapa-Zihuatanejo,Мексика,17.64344,-101.55212,America/Mexico_City,67408
Zapotlanejo,Мексика,20.62268,-103.06813,America/Mexico_City,32376
Zapotiltic,Мексика,19.62749,-103.41752,America/Mexico_City,22833
Zapopan,Мексика,20.72111,-103.38742,America/Mexico_City,1476491
Zamora,Мексика,19.9855,-102.28387,America/Mexico_City,186102
Zacoalco de Torres,Мексика,20.22627,-103.56981,America/Mexico_City,18172
Zacatecas,Мексика,22.76843,-102.58141,America/Mexico_City,129011
Zacapú,Мексика,19.81396,-101.79157,America/Mexico_City,50112
Yuriria,Мексика,20.21081,-101.13212,America/Mexico_City,25216
Yurécuaro,Мексика,20.33606,-102.28382,America/Mexico_City,23843
Villa Hidalgo,Мексика,21.67616,-102.58803,America/Mexico_City,15182
Villagrán,Мексика,20.51452,-100.99745,America/Mexico_City,27079
Frontera,Мексика,26.92814,-101.45212,America/Monterrey,69462
El Pueblito,Мексика,20.54006,-100.44093,America/Mexico_City,71254
García,Мексика,25.81201,-100.59874,America/Monterrey,93641
Ciudad de Villa de Álvarez,Мексика,19.26722,-103.73778,America/Mexico_City,117600
Valle de Santiago,Мексика,20.3914,-101.19222,America/Mexico_City,68058
Valle de Bravo,Мексика,19.19501,-100.13132,America/Mexico_City,25554
Uruapan,Мексика,19.41116,-102.05644,America/Mexico_City,299523
Uriangato,Мексика,20.14085,-101.18251,America/Mexico_City,51382
Tuzantla,Мексика,19.20289,-100.56679,America/Mexico_City,15302
Tuxpan,Мексика,21.94221,-105.2987,America/Mazatlan,21709
Tuxpan,Мексика,19.55555,-103.37587,America/Mexico_City,27523
Torreón,Мексика,25.54389,-103.41898,America/Monterrey,735340
Tonalá,Мексика,20.62263,-103.24168,America/Mexico_City,408759
Tlaquepaque,Мексика,20.64121,-103.29342,America/Mexico_City,650123
Tlajomulco de Zúñiga,Мексика,20.47421,-103.44654,America/Mexico_City,30273
Tijuana,Мексика,32.5027,-117.00371,America/Tijuana,1922523
San Francisco Tesistán,Мексика,20.79729,-103.47712,America/Mexico_City,62397
Tequila,Мексика,20.88205,-103.83599,America/Mexico_City,29203
Tepic,Мексика,21.50733,-104.89332,America/Mazatlan,332863
Tepatitlán de Morelos,Мексика,20.81692,-102.76347,America/Mexico_City,91959
Tepalcatepec,Мексика,19.18666,-102.8493,America/Mexico_City,15221
Teocaltiche,Мексика,21.43434,-102.57427,America/Mexico_City,23726
Tejupilco de Hidalgo,Мексика,18.90475,-100.15275,America/Mexico_City,25631
Técpan de Galeana,Мексика,17.21976,-100.63032,America/Mexico_City,15119
Tecomán,Мексика,18.91614,-103.87713,America/Mexico_City,85689
Tecate,Мексика,32.566,-116.63187,America/Tijuana,64764
Tangancícuaro de Arista,Мексика,19.88733,-102.20636,America/Mexico_City,15068
Tamazula de Gordiano,Мексика,19.68006,-103.2514,America/Mexico_City,18787
Tala,Мексика,20.65267,-103.70148,America/Mexico_City,35396
Tacámbaro de Codallos,Мексика,19.23502,-101.45824,America/Mexico_City,25665
Sombrerete,Мексика,23.63138,-103.64134,America/Mexico_City,21702
Soledad de Graciano Sánchez,Мексика,22.18912,-100.93792,America/Mexico_City,332072
Silao,Мексика,20.94356,-101.42703,America/Mexico_City,74242
Sayula,Мексика,19.88372,-103.60073,America/Mexico_City,26789
Santiago Papasquiaro,Мексика,25.04389,-105.41917,America/Monterrey,26121
Santiago Ixcuintla,Мексика,21.81295,-105.20844,America/Mazatlan,18241
Santiago,Мексика,25.42533,-100.15205,America/Monterrey,36840
Santa Rosa Jáuregui,Мексика,20.7421,-100.44783,America/Mexico_City,18508
Santa Catarina,Мексика,25.67325,-100.45813,America/Monterrey,304052
Santa Anita,Мексика,20.55005,-103.4435,America/Mexico_City,20320
San Sebastián el Grande,Мексика,20.53279,-103.42938,America/Mexico_City,28138
San Pedro,Мексика,25.75602,-102.98385,America/Monterrey,48746
San Pedro,Мексика,25.43333,-103.21667,America/Monterrey,41165
San Nicolás de los Garza,Мексика,25.74167,-100.30222,America/Monterrey,412199
San Miguel el Alto,Мексика,21.03053,-102.40227,America/Mexico_City,23982
San Miguel de Allende,Мексика,20.91528,-100.74389,America/Mexico_City,174615
San Luis Río Colorado,Мексика,32.4555,-114.77037,America/Hermosillo,176685
San Luis Potosí,Мексика,22.15234,-100.97135,America/Monterrey,722772
San Luis de la Paz,Мексика,21.29771,-100.51736,America/Mexico_City,49914
Cabo San Lucas,Мексика,22.89088,-109.91238,America/Mazatlan,202694
San Juan de los Lagos,Мексика,21.24893,-102.33036,America/Mexico_City,48684
San José Iturbide,Мексика,21.00153,-100.38416,America/Mexico_City,23471
San José del Castillo,Мексика,20.51167,-103.23689,America/Mexico_City,39246
San José del Cabo,Мексика,23.05406,-109.70367,America/Mazatlan,136285
San Francisco del Rincón,Мексика,21.01843,-101.85515,America/Mexico_City,71139
San Francisco de los Romo,Мексика,22.07748,-102.2714,America/Mexico_City,16124
San Felipe,Мексика,31.02526,-114.84173,America/Tijuana,16702
San Felipe,Мексика,21.47831,-101.21566,America/Mexico_City,28452
Tlaltenango de Sánchez Román,Мексика,21.78129,-103.30436,America/Mexico_City,16396
San Buenaventura,Мексика,27.06193,-101.54891,America/Monterrey,20480
San Agustín,Мексика,20.54772,-103.46714,America/Mexico_City,30424
Salvatierra,Мексика,20.21322,-100.88023,America/Mexico_City,37203
Saltillo,Мексика,25.42595,-100.97963,America/Monterrey,709671
Salinas de Hidalgo,Мексика,22.62795,-101.71417,America/Mexico_City,16821
Salamanca,Мексика,20.57196,-101.19154,America/Mexico_City,160682
Sahuayo de Morelos,Мексика,20.05859,-102.71575,America/Mexico_City,64431
Ciudad Sabinas Hidalgo,Мексика,26.50358,-100.18187,America/Monterrey,33068
Sabinas,Мексика,27.85591,-101.11738,America/Monterrey,54905
Rosarito,Мексика,32.36044,-117.04645,America/Tijuana,100660
El Rosario,Мексика,22.99032,-105.85419,America/Mazatlan,16001
Romita,Мексика,20.87127,-101.51683,America/Mexico_City,21176
Río Grande,Мексика,23.82733,-103.03408,America/Mexico_City,32944
Rincón de Romos,Мексика,22.22819,-102.32216,America/Mexico_City,27988
La Joya,Мексика,32.44363,-117.00371,America/Tijuana,26860
Ramos Arizpe,Мексика,25.53928,-100.94742,America/Monterrey,66554
Santiago de Querétaro,Мексика,20.58806,-100.38806,America/Mexico_City,1594212
Puruándiro,Мексика,20.08886,-101.51579,America/Mexico_City,30571
Purísima de Bustos,Мексика,21.0315,-101.87833,America/Mexico_City,43512
Purépero de Echáiz,Мексика,19.91039,-102.00625,America/Mexico_City,23713
Puerto Vallarta,Мексика,20.617,-105.23018,America/Mexico_City,224166
Puerto Peñasco,Мексика,31.31716,-113.53799,America/Hermosillo,62689
Piedras Negras,Мексика,28.70007,-100.52353,America/Matamoros,150178
Petatlán,Мексика,17.53768,-101.26798,America/Mexico_City,21659
Peribán de Ramos,Мексика,19.5201,-102.41397,America/Mexico_City,15434
Pénjamo,Мексика,20.43108,-101.72261,America/Mexico_City,40070
Pátzcuaro,Мексика,19.51594,-101.60887,America/Mexico_City,55298
Parras de la Fuente,Мексика,25.44185,-102.17808,America/Monterrey,33817
Paracho de Verduzco,Мексика,19.64745,-102.04897,America/Mexico_City,37464
Palau,Мексика,27.89232,-101.42319,America/Monterrey,16970
Pabellón de Arteaga,Мексика,22.14642,-102.2769,America/Mexico_City,28633
Ojinaga,Мексика,29.56689,-104.54487,America/Ojinaga,28040
Ocotlán,Мексика,20.35116,-102.76832,America/Mexico_City,83769
Nuevo México,Мексика,20.7565,-103.44297,America/Mexico_City,28135
Nuevo Casas Grandes,Мексика,30.41552,-107.91166,America/Chihuahua,55553
Nueva Rosita,Мексика,27.93712,-101.21746,America/Monterrey,38158
Nueva Italia de Ruiz,Мексика,19.02492,-102.09318,America/Mexico_City,32467
Nochistlán de Mejía,Мексика,21.36355,-102.84754,America/Mexico_City,16562
Navolato,Мексика,24.7668,-107.69768,America/Mazatlan,29153
Navojoa,Мексика,27.07057,-109.44345,America/Hermosillo,113836
Nava,Мексика,28.42071,-100.76565,America/Monterrey,22192
Moroleón,Мексика,20.12571,-101.19208,America/Mexico_City,43200
Morelia,Мексика,19.70078,-101.18443,America/Mexico_City,743275
Monterrey,Мексика,25.68435,-100.31721,America/Monterrey,1135512
Monclova,Мексика,26.90687,-101.42056,America/Monterrey,215271
Mezcales,Мексика,20.73072,-105.28257,America/Bahia_Banderas,20092
Mexicali,Мексика,32.62781,-115.45446,America/Tijuana,1032686
Meoqui,Мексика,28.26701,-105.48093,America/Chihuahua,22574
Ciudad Melchor Múzquiz,Мексика,27.87933,-101.51615,America/Monterrey,35060
Medina,Мексика,21.14972,-101.6225,America/Mexico_City,16166
Mazatlán,Мексика,23.22163,-106.41885,America/Mazatlan,381583
Matehuala,Мексика,23.64824,-100.64334,America/Mexico_City,77328
Matamoros,Мексика,25.52699,-103.2285,America/Monterrey,52233
Marfil,Мексика,20.99165,-101.28434,America/Mexico_City,29375
Maravatío de Ocampo,Мексика,19.89113,-100.44443,America/Mexico_City,34381
Manzanillo,Мексика,19.11695,-104.34214,America/Mexico_City,159853
Rodolfo Sánchez Taboada,Мексика,31.72294,-116.57196,America/Tijuana,22957
Magdalena de Kino,Мексика,30.62681,-110.96151,America/Hermosillo,26605
Magdalena,Мексика,20.90686,-103.9769,America/Mexico_City,16214
Madera,Мексика,29.19039,-108.14123,America/Chihuahua,15447
Los Reyes de Salgado,Мексика,19.59042,-102.47242,America/Mexico_City,39209
Los Mochis,Мексика,25.79097,-108.99825,America/Mazatlan,256613
Loreto,Мексика,22.27194,-101.98602,America/Mexico_City,24260
León de los Aldama,Мексика,21.12908,-101.67374,America/Mexico_City,1579803
Las Pintas de Arriba,Мексика,20.57573,-103.32442,America/Mexico_City,22838
La Piedad,Мексика,20.34239,-102.0305,America/Mexico_City,83323
La Paz,Мексика,24.14231,-110.31316,America/Mazatlan,250141
La Orilla,Мексика,17.99583,-102.22694,America/Mexico_City,20126
Lagos de Moreno,Мексика,21.35875,-101.93311,America/Mexico_City,98206
La Cruz,Мексика,23.92126,-106.8925,America/Mazatlan,15657
La Barca,Мексика,20.28988,-102.54198,America/Mexico_City,35219
Juventino Rosas,Мексика,20.64337,-100.99286,America/Mexico_City,42264
Ciudad Benito Juárez,Мексика,25.64724,-100.09582,America/Monterrey,308285
Juan Aldama,Мексика,24.29072,-103.39339,America/Mexico_City,15431
Jocotepec,Мексика,20.28566,-103.42908,America/Mexico_City,18852
Jiquílpan de Juárez,Мексика,19.99482,-102.71969,America/Mexico_City,24233
Jesús María,Мексика,21.96111,-102.34333,America/Mexico_City,43012
Jerez de García Salinas,Мексика,22.6497,-102.98979,America/Mexico_City,43064
Jaral del Progreso,Мексика,20.37237,-101.06249,America/Mexico_City,20457
Jamay,Мексика,20.29479,-102.7094,America/Mexico_City,17204
Jalostotitlán,Мексика,21.16813,-102.46097,America/Mexico_City,24423
Xalisco,Мексика,21.451,-104.8983,America/Mazatlan,35702
Jacona de Plancarte,Мексика,19.95232,-102.30781,America/Mexico_City,53860
Ixtlán del Río,Мексика,21.03907,-104.37116,America/Mazatlan,23303
Ixtapa,Мексика,20.71598,-105.20508,America/Mexico_City,29036
Irapuato,Мексика,20.67675,-101.35628,America/Mexico_City,380941
Huetamo de Núñez,Мексика,18.62926,-100.897,America/Mexico_City,21864
Huatabampo,Мексика,26.82649,-109.64206,America/Hermosillo,30475
Parral,Мексика,26.93022,-105.6664,America/Chihuahua,104836
Heróica Zitácuaro,Мексика,19.43612,-100.35733,America/Mexico_City,84307
Nogales,Мексика,31.30862,-110.94217,America/Hermosillo,264782
Heroica Caborca,Мексика,30.71833,-112.15837,America/Hermosillo,59922
Hermosillo,Мексика,29.08874,-110.96677,America/Hermosillo,812229
Heroica Guaymas,Мексика,27.91989,-110.89888,America/Hermosillo,117253
Guasave,Мексика,25.56792,-108.46949,America/Mazatlan,71196
Guanajuato,Мексика,21.01858,-101.2591,America/Mexico_City,72237
Guamúchil,Мексика,25.4587,-108.07732,America/Mazatlan,72500
Guadalupe Victoria,Мексика,24.44676,-104.12336,America/Monterrey,16506
Guadalupe,Мексика,25.67678,-100.25646,America/Monterrey,673616
Guadalupe,Мексика,22.74678,-102.5188,America/Mexico_City,170029
Guadalajara,Мексика,20.67738,-103.34749,America/Mexico_City,1385629
Gómez Palacio,Мексика,25.56871,-103.4996,America/Monterrey,257352
Vicente Guerrero,Мексика,23.73267,-103.98247,America/Monterrey,15982
Juan José Ríos,Мексика,25.75714,-108.8242,America/Mazatlan,23553
Ciudad General Escobedo,Мексика,25.79698,-100.31791,America/Monterrey,454967
San Pedro Garza García,Мексика,25.6604,-100.40651,America/Monterrey,132128
Fresnillo,Мексика,23.1749,-102.86785,America/Mexico_City,143281
Francisco I. Madero,Мексика,25.773,-103.27127,America/Monterrey,26632
Escuinapa de Hidalgo,Мексика,22.83474,-105.77766,America/Mazatlan,30790
Ensenada,Мексика,31.87149,-116.60071,America/Tijuana,443807
Encarnación de Díaz,Мексика,21.52631,-102.24024,America/Mexico_City,25010
Empalme,Мексика,27.96166,-110.81411,America/Hermosillo,42516
El Salto,Мексика,23.77846,-105.36038,America/Monterrey,24241
Pueblo Nuevo,Мексика,23.38359,-105.37084,America/Monterrey,19363
El Salto,Мексика,20.51853,-103.18159,America/Mexico_City,21644
El Salto,Мексика,20.33333,-104.5,America/Mexico_City,22550
San José del Quince,Мексика,20.5417,-103.28416,America/Mexico_City,17669
El Grullo,Мексика,19.80665,-104.21626,America/Mexico_City,20924
Puebla,Мексика,32.56645,-115.35387,America/Tijuana,15168
Esperanza,Мексика,27.58046,-109.93119,America/Hermosillo,38969
Victoria de Durango,Мексика,24.02032,-104.65756,America/Monterrey,518709
Culiacán,Мексика,24.80209,-107.39421,America/Mazatlan,808416
Cuauhtémoc,Мексика,28.40688,-106.86658,America/Chihuahua,168482
Coyula,Мексика,20.6614,-103.22846,America/Mexico_City,29674
Costa Rica,Мексика,24.5907,-107.38992,America/Mazatlan,24874
Cortazar,Мексика,20.48362,-100.96237,America/Mexico_City,61658
Compostela,Мексика,21.23777,-104.9001,America/Mazatlan,17573
Comonfort,Мексика,20.72278,-100.75946,America/Mexico_City,23683
Colima,Мексика,19.24473,-103.7127,America/Mexico_City,146965
Cocula,Мексика,20.36517,-103.82215,America/Mexico_City,29267
Coalcomán de Vázquez Pallares,Мексика,18.7775,-103.16,America/Mexico_City,18156
Ciudad Obregón,Мексика,27.48642,-109.94079,America/Hermosillo,329404
Lerdo,Мексика,25.53611,-103.52485,America/Monterrey,79669
Ciudad Juárez,Мексика,31.72024,-106.46084,America/Ciudad_Juarez,1512450
José Mariano Jiménez,Мексика,27.13076,-104.92391,America/Chihuahua,34281
Ciudad Hidalgo,Мексика,19.6927,-100.55445,America/Mexico_City,60542
Ciudad Guzmán,Мексика,19.70413,-103.46383,America/Mexico_City,111975
Ciudad Delicias,Мексика,28.19013,-105.47012,America/Chihuahua,148045
Ciudad Constitución,Мексика,25.0321,-111.66256,America/Mazatlan,40935
Camargo,Мексика,27.67891,-105.17158,America/Chihuahua,40221
Anáhuac,Мексика,27.24457,-100.13229,America/Matamoros,16628
Ciudad Altamirano,Мексика,18.3582,-100.66965,America/Mexico_City,25168
Ciudad Acuña,Мексика,29.32322,-100.95217,America/Matamoros,216099
Ciénega de Flores,Мексика,25.95467,-100.16695,America/Monterrey,15162
Chihuahua,Мексика,28.63528,-106.08889,America/Chihuahua,925762
Chapala,Мексика,20.29246,-103.18963,America/Mexico_City,21596
Celaya,Мексика,20.52353,-100.8157,America/Mexico_City,340387
Castaños,Мексика,26.78932,-101.43211,America/Monterrey,23649
Cananea,Мексика,30.98352,-110.29758,America/Hermosillo,31560
Calvillo,Мексика,21.84583,-102.71849,America/Mexico_City,19742
Víctor Rosales,Мексика,22.94889,-102.70222,America/Mexico_City,32721
Bucerías,Мексика,20.75626,-105.33438,America/Bahia_Banderas,16161
Autlán de Navarro,Мексика,19.77189,-104.36644,America/Mexico_City,45382
Atoyac de Álvarez,Мексика,17.20667,-100.43306,America/Mexico_City,21407
Atotonilco el Alto,Мексика,20.55084,-102.50822,America/Mexico_City,26874
Ciudad de Armería,Мексика,18.9378,-103.96417,America/Mexico_City,15923
Ario de Rosales,Мексика,19.209,-101.70743,America/Mexico_City,16595
Arcelia,Мексика,18.31847,-100.28148,America/Mexico_City,18685
Arandas,Мексика,20.70551,-102.34514,America/Mexico_City,52175
Ciudad Apodaca,Мексика,25.78195,-100.18839,America/Monterrey,467157
Apatzingán,Мексика,19.08864,-102.35704,America/Mexico_City,102362
Apaseo el Grande,Мексика,20.54495,-100.68462,America/Mexico_City,26121
Apaseo el Alto,Мексика,20.45798,-100.62081,America/Mexico_City,27991
Ameca,Мексика,20.54783,-104.0461,America/Mexico_City,36156
Allende,Мексика,28.34124,-100.85111,America/Monterrey,20694
Ciudad de Allende,Мексика,25.27673,-100.01442,America/Monterrey,26065
Aldama,Мексика,28.83826,-105.91214,America/Chihuahua,18642
Ahualulco de Mercado,Мексика,20.70137,-103.97461,America/Mexico_City,15512
Aguascalientes,Мексика,21.88262,-102.2843,America/Mexico_City,722250
Agua Prieta,Мексика,31.3224,-109.54251,America/Hermosillo,77254
Acaponeta,Мексика,22.49396,-105.36369,America/Mazatlan,19140
Acámbaro,Мексика,20.03085,-100.72194,America/Mexico_City,57972
Abasolo,Мексика,20.44997,-101.53073,America/Mexico_City,27389
Hidalgo,Мексика,25.97205,-100.45029,America/Monterrey,16524
Dolores Hidalgo,Мексика,21.15611,-100.9325,America/Mexico_City,67101
Guacamayas,Мексика,18.01932,-102.21225,America/Mexico_City,37980
Ciudad Lázaro Cárdenas,Мексика,17.97066,-102.22124,America/Mexico_City,196003
San José del Valle,Мексика,20.76376,-105.22813,America/Mazatlan,22541
Benito Juárez,Мексика,19.3727,-99.1564,America/Mexico_City,385439
Colonia del Valle,Мексика,19.38611,-99.16204,America/Mexico_City,250000
Colonia Lindavista,Мексика,19.49156,-99.12475,America/Mexico_City,100000
Colonia Nativitas,Мексика,19.38119,-99.13685,America/Mexico_City,60000
Las Delicias,Мексика,32.40889,-116.94361,America/Tijuana,15486
Hacienda Santa Fe,Мексика,20.51806,-103.38056,America/Mexico_City,86935
Fuentes del Valle,Мексика,19.6325,-99.13861,America/Mexico_City,74087
San Salvador Tizatlalli,Мексика,19.26028,-99.59083,America/Mexico_City,61367
Jardines de la Silla,Мексика,25.62944,-100.18778,America/Monterrey,53742
San Buenaventura,Мексика,19.3025,-98.86306,America/Mexico_City,44761
Santa Teresa,Мексика,19.845,-99.23333,America/Mexico_City,36845
San Jerónimo Cuatro Vientos,Мексика,19.29306,-98.84167,America/Mexico_City,36778
San Martín Azcatepec,Мексика,19.68667,-98.97278,America/Mexico_City,35390
Fraccionamiento Real Palmas,Мексика,25.90417,-100.15972,America/Monterrey,34636
Pórticos de San Antonio,Мексика,32.4425,-117.03417,America/Tijuana,34234
San Isidro,Мексика,19.33972,-98.95056,America/Mexico_City,33737
Centro Familiar la Soledad,Мексика,21.135,-101.74972,America/Mexico_City,32159
San José Guadalupe Otzacatipan,Мексика,19.34472,-99.59194,America/Mexico_City,31299
Las Pintitas,Мексика,20.56444,-103.30222,America/Mexico_City,26500
